,q size,pf,block clean threshold,weighting schema,matching threshold,stop count,av sim,sim q1,sim q2,sim q3,sample f-score,f-score
195,4,1,0.05,0,0.95,0,0.16112,0.0,0.0,0.0,0.0,0.0
196,4,1,0.05,1,0.05,0,0.09557,0.0,0.0,0.0,0.68905,0.20061
197,4,1,0.05,1,0.35,0,0.09557,0.0,0.0,0.0,0.9931,0.9311
198,4,1,0.05,1,0.65,0,0.09557,0.0,0.0,0.0,0.9931,0.9311
199,4,1,0.05,1,0.95,0,0.09557,0.0,0.0,0.0,0.0,0.0
200,4,1,0.05,2,0.05,0,0.11122,0.0,0.0,0.0,0.72172,0.24101
201,4,1,0.05,2,0.35,0,0.11122,0.0,0.0,0.0,0.9931,0.9316
202,4,1,0.05,2,0.65,0,0.11122,0.0,0.0,0.0,0.9931,0.9316
203,4,1,0.05,2,0.95,0,0.11122,0.0,0.0,0.0,0.0,0.0
204,4,1,0.05,3,0.05,0,0.15149,0.0,0.0,0.0,0.78798,0.26903
205,4,1,0.05,3,0.35,0,0.15149,0.0,0.0,0.0,0.9931,0.9316
206,4,1,0.05,3,0.65,0,0.15149,0.0,0.0,0.0,0.9931,0.9316
207,4,1,0.05,3,0.95,0,0.15149,0.0,0.0,0.0,0.0,0.0
208,4,1,0.35,0,0.05,0,0.90355,1.0,1.0,1.0,0.94203,0.76496
209,4,1,0.35,0,0.35,0,0.90355,1.0,1.0,1.0,0.90127,0.72758
210,4,1,0.35,0,0.65,0,0.90355,1.0,1.0,1.0,0.90127,0.72758
211,4,1,0.35,0,0.95,0,0.90355,1.0,1.0,1.0,0.0,0.0
212,4,1,0.35,1,0.05,0,0.86256,1.0,1.0,1.0,0.95215,0.7316
213,4,1,0.35,1,0.35,0,0.86256,1.0,1.0,1.0,0.91228,0.70277
214,4,1,0.35,1,0.65,0,0.86256,1.0,1.0,1.0,0.91228,0.70277
215,4,1,0.35,1,0.95,0,0.86256,1.0,1.0,1.0,0.0,0.0
216,4,1,0.35,2,0.05,0,0.87391,1.0,1.0,1.0,0.98856,0.801
217,4,1,0.35,2,0.35,0,0.87391,1.0,1.0,1.0,0.95215,0.77884
218,4,1,0.35,2,0.65,0,0.87391,1.0,1.0,1.0,0.95215,0.77884
219,4,1,0.35,2,0.95,0,0.87391,1.0,1.0,1.0,0.0,0.0
220,4,1,0.35,3,0.05,0,0.92241,1.0,1.0,1.0,1.0245,0.87706
221,4,1,0.35,3,0.35,0,0.92241,1.0,1.0,1.0,0.98376,0.85125
222,4,1,0.35,3,0.65,0,0.92241,1.0,1.0,1.0,0.98376,0.85125
223,4,1,0.35,3,0.95,0,0.92241,1.0,1.0,1.0,0.0,0.0
224,4,1,0.65,0,0.05,0,0.89831,1.0,1.0,1.0,0.42754,0.30518
225,4,1,0.65,0,0.35,0,0.89831,1.0,1.0,1.0,0.39259,0.27262
226,4,1,0.65,0,0.65,0,0.89831,1.0,1.0,1.0,0.39259,0.27262
227,4,1,0.65,0,0.95,0,0.89831,1.0,1.0,1.0,0.0,0.0
228,4,1,0.65,1,0.05,0,0.89831,1.0,1.0,1.0,0.42754,0.30518
229,4,1,0.65,1,0.35,0,0.89831,1.0,1.0,1.0,0.39259,0.27262
230,4,1,0.65,1,0.65,0,0.89831,1.0,1.0,1.0,0.39259,0.27262
231,4,1,0.65,1,0.95,0,0.89831,1.0,1.0,1.0,0.0,0.0
232,4,1,0.65,2,0.05,0,0.91176,1.0,1.0,1.0,0.47719,0.30518
233,4,1,0.65,2,0.35,0,0.91176,1.0,1.0,1.0,0.44444,0.27262
234,4,1,0.65,2,0.65,0,0.91176,1.0,1.0,1.0,0.44444,0.27262
235,4,1,0.65,2,0.95,0,0.91176,1.0,1.0,1.0,0.0,0.0
236,4,1,0.65,3,0.05,0,0.98582,1.0,1.0,1.0,0.78771,0.63268
237,4,1,0.65,3,0.35,0,0.98582,1.0,1.0,1.0,0.7809,0.60826
238,4,1,0.65,3,0.65,0,0.98582,1.0,1.0,1.0,0.7809,0.60826
239,4,1,0.65,3,0.95,0,0.98582,1.0,1.0,1.0,0.0,0.0
240,4,1,0.95,0,0.05,0,0.9,1.0,1.0,1.0,0.0881,0.04741
241,4,1,0.95,0,0.35,0,0.9,1.0,1.0,1.0,0.07964,0.04139
242,4,1,0.95,0,0.65,0,0.9,1.0,1.0,1.0,0.07964,0.04139
243,4,1,0.95,0,0.95,0,0.9,1.0,1.0,1.0,0.0,0.0
244,4,1,0.95,1,0.05,0,0.9,1.0,1.0,1.0,0.0881,0.04741
245,4,1,0.95,1,0.35,0,0.9,1.0,1.0,1.0,0.07964,0.04139
246,4,1,0.95,1,0.65,0,0.9,1.0,1.0,1.0,0.07964,0.04139
247,4,1,0.95,1,0.95,0,0.9,1.0,1.0,1.0,0.0,0.0
248,4,1,0.95,2,0.05,0,0.92857,1.0,1.0,1.0,0.12122,0.06524
249,4,1,0.95,2,0.35,0,0.92857,1.0,1.0,1.0,0.11305,0.0585
250,4,1,0.95,2,0.65,0,0.92857,1.0,1.0,1.0,0.11305,0.0585
251,4,1,0.95,2,0.95,0,0.92857,1.0,1.0,1.0,0.0,0.0
252,4,1,0.95,3,0.05,0,0.95652,1.0,1.0,1.0,0.19167,0.12004
253,4,1,0.95,3,0.35,0,0.95652,1.0,1.0,1.0,0.1841,0.11445
254,4,1,0.95,3,0.65,0,0.95652,1.0,1.0,1.0,0.1841,0.11445
255,4,1,0.95,3,0.95,0,0.95652,1.0,1.0,1.0,0.0,0.0
256,5,0,0.05,0,0.05,0,0.06395,0.0,0.0,0.0,0.59446,0.10277
257,5,0,0.05,0,0.35,0,0.06395,0.0,0.0,0.0,0.9931,0.9316
258,5,0,0.05,0,0.65,0,0.06395,0.0,0.0,0.0,0.9931,0.9316
259,5,0,0.05,0,0.95,0,0.06395,0.0,0.0,0.0,0.0,0.0
260,5,0,0.05,1,0.05,0,0.0458,0.0,0.0,0.0,0.49893,0.07407
261,5,0,0.05,1,0.35,0,0.0458,0.0,0.0,0.0,0.98845,0.9311
262,5,0,0.05,1,0.65,0,0.0458,0.0,0.0,0.0,0.98845,0.9311
263,5,0,0.05,1,0.95,0,0.0458,0.0,0.0,0.0,0.0,0.0
264,5,0,0.05,2,0.05,0,0.04681,0.0,0.0,0.0,0.50107,0.06853
265,5,0,0.05,2,0.35,0,0.04681,0.0,0.0,0.0,0.9931,0.9316
266,5,0,0.05,2,0.65,0,0.04681,0.0,0.0,0.0,0.9931,0.9316
267,5,0,0.05,2,0.95,0,0.04681,0.0,0.0,0.0,0.0,0.0
268,5,0,0.05,3,0.05,0,0.05786,0.0,0.0,0.0,0.5619,0.07074
269,5,0,0.05,3,0.35,0,0.05786,0.0,0.0,0.0,0.9931,0.9316
270,5,0,0.05,3,0.65,0,0.05786,0.0,0.0,0.0,0.9931,0.9316
271,5,0,0.05,3,0.95,0,0.05786,0.0,0.0,0.0,0.0,0.0
272,5,0,0.35,0,0.05,0,0.29718,0.0,0.0,1.0,0.87885,0.30817
273,5,0,0.35,0,0.35,0,0.29718,0.0,0.0,1.0,0.94964,0.93009
274,5,0,0.35,0,0.65,0,0.29718,0.0,0.0,1.0,0.94964,0.93009
275,5,0,0.35,0,0.95,0,0.29718,0.0,0.0,1.0,0.0,0.0
276,5,0,0.35,1,0.05,0,0.27983,0.0,0.0,1.0,0.85252,0.26956
277,5,0,0.35,1,0.35,0,0.27983,0.0,0.0,1.0,0.94203,0.92698
278,5,0,0.35,1,0.65,0,0.27983,0.0,0.0,1.0,0.94203,0.92698
279,5,0,0.35,1,0.95,0,0.27983,0.0,0.0,1.0,0.0,0.0
280,5,0,0.35,2,0.05,0,0.2747,0.0,0.0,1.0,0.86111,0.26904
281,5,0,0.35,2,0.35,0,0.2747,0.0,0.0,1.0,0.95715,0.92857
282,5,0,0.35,2,0.65,0,0.2747,0.0,0.0,1.0,0.95715,0.92857
283,5,0,0.35,2,0.95,0,0.2747,0.0,0.0,1.0,0.0,0.0
284,5,0,0.35,3,0.05,0,0.40828,0.0,0.0,1.0,0.92693,0.28967
285,5,0,0.35,3,0.35,0,0.40828,0.0,0.0,1.0,0.96698,0.93059
286,5,0,0.35,3,0.65,0,0.40828,0.0,0.0,1.0,0.96698,0.93059
287,5,0,0.35,3,0.95,0,0.40828,0.0,0.0,1.0,0.0,0.0
288,5,0,0.65,0,0.05,0,0.6,0.0,1.0,1.0,0.30651,0.7068
289,5,0,0.65,0,0.35,0,0.6,0.0,1.0,1.0,0.30888,0.89805
290,5,0,0.65,0,0.65,0,0.6,0.0,1.0,1.0,0.30888,0.89805
291,5,0,0.65,0,0.95,0,0.6,0.0,1.0,1.0,0.0,0.0
292,5,0,0.65,1,0.05,0,0.6,0.0,1.0,1.0,0.30651,0.70244
293,5,0,0.65,1,0.35,0,0.6,0.0,1.0,1.0,0.30888,0.8915
294,5,0,0.65,1,0.65,0,0.6,0.0,1.0,1.0,0.30888,0.8915
295,5,0,0.65,1,0.95,0,0.6,0.0,1.0,1.0,0.0,0.0
296,5,0,0.65,2,0.05,0,0.57143,0.0,1.0,1.0,0.38095,0.68087
297,5,0,0.65,2,0.35,0,0.57143,0.0,1.0,1.0,0.37174,0.90065
298,5,0,0.65,2,0.65,0,0.57143,0.0,1.0,1.0,0.37174,0.90065
299,5,0,0.65,2,0.95,0,0.57143,0.0,1.0,1.0,0.0,0.0
300,5,0,0.65,3,0.05,0,0.6413,0.0,1.0,1.0,0.42294,0.72818
301,5,0,0.65,3,0.35,0,0.6413,0.0,1.0,1.0,0.41304,0.91018
302,5,0,0.65,3,0.65,0,0.6413,0.0,1.0,1.0,0.41304,0.91018
303,5,0,0.65,3,0.95,0,0.6413,0.0,1.0,1.0,0.0,0.0
304,5,0,0.95,0,0.05,0,1.0,1.0,1.0,1.0,0.01811,0.08136
305,5,0,0.95,0,0.35,0,1.0,1.0,1.0,1.0,0.01811,0.08104
306,5,0,0.95,0,0.65,0,1.0,1.0,1.0,1.0,0.01811,0.08104
307,5,0,0.95,0,0.95,0,1.0,1.0,1.0,1.0,0.0,0.0
308,5,0,0.95,1,0.05,0,1.0,1.0,1.0,1.0,0.01811,0.08253
309,5,0,0.95,1,0.35,0,1.0,1.0,1.0,1.0,0.01811,0.08535
310,5,0,0.95,1,0.65,0,1.0,1.0,1.0,1.0,0.01811,0.08535
311,5,0,0.95,1,0.95,0,1.0,1.0,1.0,1.0,0.0,0.0
312,5,0,0.95,2,0.05,0,1.0,1.0,1.0,1.0,0.01811,0.08253
313,5,0,0.95,2,0.35,0,1.0,1.0,1.0,1.0,0.01811,0.08535
314,5,0,0.95,2,0.65,0,1.0,1.0,1.0,1.0,0.01811,0.08535
315,5,0,0.95,2,0.95,0,1.0,1.0,1.0,1.0,0.0,0.0
316,5,0,0.95,3,0.05,0,1.0,1.0,1.0,1.0,0.01811,0.14665
317,5,0,0.95,3,0.35,0,1.0,1.0,1.0,1.0,0.01811,0.15491
318,5,0,0.95,3,0.65,0,1.0,1.0,1.0,1.0,0.01811,0.15491
319,5,0,0.95,3,0.95,0,1.0,1.0,1.0,1.0,0.0,0.0
320,5,1,0.05,0,0.05,0,0.40713,0.0,0.0,1.0,0.95919,0.53707
321,5,1,0.05,0,0.35,0,0.40713,0.0,0.0,1.0,0.99078,0.92952
322,5,1,0.05,0,0.65,0,0.40713,0.0,0.0,1.0,0.99078,0.92952
323,5,1,0.05,0,0.95,0,0.40713,0.0,0.0,1.0,0.0,0.0
324,5,1,0.05,1,0.05,0,0.26691,0.0,0.0,1.0,0.88679,0.45978
325,5,1,0.05,1,0.35,0,0.26691,0.0,0.0,1.0,0.99078,0.93028
326,5,1,0.05,1,0.65,0,0.26691,0.0,0.0,1.0,0.99078,0.93028
327,5,1,0.05,1,0.95,0,0.26691,0.0,0.0,1.0,0.0,0.0
328,5,1,0.05,2,0.05,0,0.2433,0.0,0.0,0.0,0.86925,0.43781
329,5,1,0.05,2,0.35,0,0.2433,0.0,0.0,0.0,0.9931,0.93078
330,5,1,0.05,2,0.65,0,0.2433,0.0,0.0,0.0,0.9931,0.93078
331,5,1,0.05,2,0.95,0,0.2433,0.0,0.0,0.0,0.0,0.0
332,5,1,0.05,3,0.05,0,0.38929,0.0,0.0,1.0,0.93465,0.47045
333,5,1,0.05,3,0.35,0,0.38929,0.0,0.0,1.0,0.9931,0.93078
334,5,1,0.05,3,0.65,0,0.38929,0.0,0.0,1.0,0.9931,0.93078
335,5,1,0.05,3,0.95,0,0.38929,0.0,0.0,1.0,0.0,0.0
336,5,1,0.35,0,0.05,0,0.86957,1.0,1.0,1.0,0.59547,0.78256
337,5,1,0.35,0,0.35,0,0.86957,1.0,1.0,1.0,0.53872,0.72951
338,5,1,0.35,0,0.65,0,0.86957,1.0,1.0,1.0,0.53872,0.72951
339,5,1,0.35,0,0.95,0,0.86957,1.0,1.0,1.0,0.0,0.0
340,5,1,0.35,1,0.05,0,0.86957,1.0,1.0,1.0,0.59547,0.76806
341,5,1,0.35,1,0.35,0,0.86957,1.0,1.0,1.0,0.53872,0.71778
342,5,1,0.35,1,0.65,0,0.86957,1.0,1.0,1.0,0.53872,0.71778
343,5,1,0.35,1,0.95,0,0.86957,1.0,1.0,1.0,0.0,0.0
344,5,1,0.35,2,0.05,0,0.89091,1.0,1.0,1.0,0.67278,0.8255
345,5,1,0.35,2,0.35,0,0.89091,1.0,1.0,1.0,0.62222,0.78171
346,5,1,0.35,2,0.65,0,0.89091,1.0,1.0,1.0,0.62222,0.78171
347,5,1,0.35,2,0.95,0,0.89091,1.0,1.0,1.0,0.0,0.0
348,5,1,0.35,3,0.05,0,0.98537,1.0,1.0,1.0,0.97156,0.91679
349,5,1,0.35,3,0.35,0,0.98537,1.0,1.0,1.0,0.9642,0.87931
350,5,1,0.35,3,0.65,0,0.98537,1.0,1.0,1.0,0.9642,0.87931
351,5,1,0.35,3,0.95,0,0.98537,1.0,1.0,1.0,0.0,0.0
352,5,1,0.65,0,0.05,0,0.88,1.0,1.0,1.0,0.37453,0.3643
353,5,1,0.65,0,0.35,0,0.88,1.0,1.0,1.0,0.33716,0.32719
354,5,1,0.65,0,0.65,0,0.88,1.0,1.0,1.0,0.33716,0.32719
355,5,1,0.65,0,0.95,0,0.88,1.0,1.0,1.0,0.0,0.0
356,5,1,0.65,1,0.05,0,0.88,1.0,1.0,1.0,0.37453,0.3643
357,5,1,0.65,1,0.35,0,0.88,1.0,1.0,1.0,0.33716,0.32719
358,5,1,0.65,1,0.65,0,0.88,1.0,1.0,1.0,0.33716,0.32719
359,5,1,0.65,1,0.95,0,0.88,1.0,1.0,1.0,0.0,0.0
360,5,1,0.65,2,0.05,0,0.90625,1.0,1.0,1.0,0.45551,0.3643
361,5,1,0.65,2,0.35,0,0.90625,1.0,1.0,1.0,0.42182,0.32719
362,5,1,0.65,2,0.65,0,0.90625,1.0,1.0,1.0,0.42182,0.32719
363,5,1,0.65,2,0.95,0,0.90625,1.0,1.0,1.0,0.0,0.0
364,5,1,0.65,3,0.05,0,0.98319,1.0,1.0,1.0,0.70834,0.65741
365,5,1,0.65,3,0.35,0,0.98319,1.0,1.0,1.0,0.7006,0.64266
366,5,1,0.65,3,0.65,0,0.98319,1.0,1.0,1.0,0.7006,0.64266
367,5,1,0.65,3,0.95,0,0.98319,1.0,1.0,1.0,0.0,0.0
368,5,1,0.95,0,0.05,0,0.88889,1.0,1.0,1.0,0.07964,0.06524
369,5,1,0.95,0,0.35,0,0.88889,1.0,1.0,1.0,0.07112,0.0568
370,5,1,0.95,0,0.65,0,0.88889,1.0,1.0,1.0,0.07112,0.0568
371,5,1,0.95,0,0.95,0,0.88889,1.0,1.0,1.0,0.0,0.0
372,5,1,0.95,1,0.05,0,0.88889,1.0,1.0,1.0,0.07964,0.06524
373,5,1,0.95,1,0.35,0,0.88889,1.0,1.0,1.0,0.07112,0.0568
374,5,1,0.95,1,0.65,0,0.88889,1.0,1.0,1.0,0.07112,0.0568
375,5,1,0.95,1,0.95,0,0.88889,1.0,1.0,1.0,0.0,0.0
376,5,1,0.95,2,0.05,0,0.9,1.0,1.0,1.0,0.0881,0.07446
377,5,1,0.95,2,0.35,0,0.9,1.0,1.0,1.0,0.07964,0.06608
378,5,1,0.95,2,0.65,0,0.9,1.0,1.0,1.0,0.07964,0.06608
379,5,1,0.95,2,0.95,0,0.9,1.0,1.0,1.0,0.0,0.0
380,5,1,0.95,3,0.05,0,0.94737,1.0,1.0,1.0,0.16102,0.13422
381,5,1,0.95,3,0.35,0,0.94737,1.0,1.0,1.0,0.15319,0.12951
382,5,1,0.95,3,0.65,0,0.94737,1.0,1.0,1.0,0.15319,0.12951
383,5,1,0.95,3,0.95,0,0.94737,1.0,1.0,1.0,0.0,0.0
