,pf,block clean threshold,weighting schema,matching threshold,stop count,av sim,sim q1,sim q2,sim q3,sample f-score,f-score
421,1,0.275,2,0.8375,482,0.97171,1.0,1.0,1.0,0.0,0.4518
422,1,0.275,2,0.95,482,0.97171,1.0,1.0,1.0,0.0,0.34708
423,1,0.275,3,0.05,951,0.99182,1.0,1.0,1.0,0.93213,0.76298
424,1,0.275,3,0.1625,951,0.99182,1.0,1.0,1.0,0.93213,0.76818
425,1,0.275,3,0.275,951,0.99182,1.0,1.0,1.0,0.93213,0.76923
426,1,0.275,3,0.3875,951,0.99182,1.0,1.0,1.0,0.93213,0.77049
427,1,0.275,3,0.5,951,0.99182,1.0,1.0,1.0,0.93213,0.77112
428,1,0.275,3,0.6125,951,0.99182,1.0,1.0,1.0,0.91991,0.77223
429,1,0.275,3,0.725,951,0.99182,1.0,1.0,1.0,0.0,0.76868
430,1,0.275,3,0.8375,951,0.99182,1.0,1.0,1.0,0.0,0.73132
431,1,0.275,3,0.95,951,0.99182,1.0,1.0,1.0,0.0,0.60258
432,1,0.3875,0,0.05,417,0.97305,1.0,1.0,1.0,0.525,0.3655
433,1,0.3875,0,0.1625,417,0.97305,1.0,1.0,1.0,0.525,0.36564
434,1,0.3875,0,0.275,417,0.97305,1.0,1.0,1.0,0.525,0.36564
435,1,0.3875,0,0.3875,417,0.97305,1.0,1.0,1.0,0.525,0.36564
436,1,0.3875,0,0.5,417,0.97305,1.0,1.0,1.0,0.525,0.36564
437,1,0.3875,0,0.6125,417,0.97305,1.0,1.0,1.0,0.49682,0.36397
438,1,0.3875,0,0.725,417,0.97305,1.0,1.0,1.0,0.0,0.35746
439,1,0.3875,0,0.8375,417,0.97305,1.0,1.0,1.0,0.0,0.33533
440,1,0.3875,0,0.95,417,0.97305,1.0,1.0,1.0,0.0,0.25156
441,1,0.3875,1,0.05,417,0.97305,1.0,1.0,1.0,0.525,0.3655
442,1,0.3875,1,0.1625,417,0.97305,1.0,1.0,1.0,0.525,0.36564
443,1,0.3875,1,0.275,417,0.97305,1.0,1.0,1.0,0.525,0.36564
444,1,0.3875,1,0.3875,417,0.97305,1.0,1.0,1.0,0.525,0.36564
445,1,0.3875,1,0.5,417,0.97305,1.0,1.0,1.0,0.525,0.36564
446,1,0.3875,1,0.6125,417,0.97305,1.0,1.0,1.0,0.49682,0.36397
447,1,0.3875,1,0.725,417,0.97305,1.0,1.0,1.0,0.0,0.35746
448,1,0.3875,1,0.8375,417,0.97305,1.0,1.0,1.0,0.0,0.33533
449,1,0.3875,1,0.95,417,0.97305,1.0,1.0,1.0,0.0,0.25156
450,1,0.3875,2,0.05,417,0.97305,1.0,1.0,1.0,0.525,0.3655
451,1,0.3875,2,0.1625,417,0.97305,1.0,1.0,1.0,0.525,0.36564
452,1,0.3875,2,0.275,417,0.97305,1.0,1.0,1.0,0.525,0.36564
453,1,0.3875,2,0.3875,417,0.97305,1.0,1.0,1.0,0.525,0.36564
454,1,0.3875,2,0.5,417,0.97305,1.0,1.0,1.0,0.525,0.36564
455,1,0.3875,2,0.6125,417,0.97305,1.0,1.0,1.0,0.49682,0.36397
456,1,0.3875,2,0.725,417,0.97305,1.0,1.0,1.0,0.0,0.35746
457,1,0.3875,2,0.8375,417,0.97305,1.0,1.0,1.0,0.0,0.33533
458,1,0.3875,2,0.95,417,0.97305,1.0,1.0,1.0,0.0,0.25156
459,1,0.3875,3,0.05,791,0.99103,1.0,1.0,1.0,0.84878,0.70338
460,1,0.3875,3,0.1625,791,0.99103,1.0,1.0,1.0,0.84878,0.70338
461,1,0.3875,3,0.275,791,0.99103,1.0,1.0,1.0,0.84878,0.70338
462,1,0.3875,3,0.3875,791,0.99103,1.0,1.0,1.0,0.84878,0.70338
463,1,0.3875,3,0.5,791,0.99103,1.0,1.0,1.0,0.84878,0.703
464,1,0.3875,3,0.6125,791,0.99103,1.0,1.0,1.0,0.83457,0.70111
465,1,0.3875,3,0.725,791,0.99103,1.0,1.0,1.0,0.0,0.69522
466,1,0.3875,3,0.8375,791,0.99103,1.0,1.0,1.0,0.0,0.6566
467,1,0.3875,3,0.95,791,0.99103,1.0,1.0,1.0,0.0,0.53588
468,1,0.5,0,0.05,330,0.98167,1.0,1.0,1.0,0.44737,0.31352
469,1,0.5,0,0.1625,330,0.98167,1.0,1.0,1.0,0.44737,0.31363
470,1,0.5,0,0.275,330,0.98167,1.0,1.0,1.0,0.44737,0.31363
471,1,0.5,0,0.3875,330,0.98167,1.0,1.0,1.0,0.44737,0.31363
472,1,0.5,0,0.5,330,0.98167,1.0,1.0,1.0,0.44737,0.31363
473,1,0.5,0,0.6125,330,0.98167,1.0,1.0,1.0,0.42667,0.31247
474,1,0.5,0,0.725,330,0.98167,1.0,1.0,1.0,0.0,0.30682
475,1,0.5,0,0.8375,330,0.98167,1.0,1.0,1.0,0.0,0.28726
476,1,0.5,0,0.95,330,0.98167,1.0,1.0,1.0,0.0,0.21223
477,1,0.5,1,0.05,330,0.98167,1.0,1.0,1.0,0.44737,0.31352
478,1,0.5,1,0.1625,330,0.98167,1.0,1.0,1.0,0.44737,0.31363
479,1,0.5,1,0.275,330,0.98167,1.0,1.0,1.0,0.44737,0.31363
480,1,0.5,1,0.3875,330,0.98167,1.0,1.0,1.0,0.44737,0.31363
481,1,0.5,1,0.5,330,0.98167,1.0,1.0,1.0,0.44737,0.31363
482,1,0.5,1,0.6125,330,0.98167,1.0,1.0,1.0,0.42667,0.31247
483,1,0.5,1,0.725,330,0.98167,1.0,1.0,1.0,0.0,0.30682
484,1,0.5,1,0.8375,330,0.98167,1.0,1.0,1.0,0.0,0.28726
485,1,0.5,1,0.95,330,0.98167,1.0,1.0,1.0,0.0,0.21223
486,1,0.5,2,0.05,330,0.98167,1.0,1.0,1.0,0.44737,0.31352
487,1,0.5,2,0.1625,330,0.98167,1.0,1.0,1.0,0.44737,0.31363
488,1,0.5,2,0.275,330,0.98167,1.0,1.0,1.0,0.44737,0.31363
489,1,0.5,2,0.3875,330,0.98167,1.0,1.0,1.0,0.44737,0.31363
490,1,0.5,2,0.5,330,0.98167,1.0,1.0,1.0,0.44737,0.31363
491,1,0.5,2,0.6125,330,0.98167,1.0,1.0,1.0,0.42667,0.31247
492,1,0.5,2,0.725,330,0.98167,1.0,1.0,1.0,0.0,0.30682
493,1,0.5,2,0.8375,330,0.98167,1.0,1.0,1.0,0.0,0.28726
494,1,0.5,2,0.95,330,0.98167,1.0,1.0,1.0,0.0,0.21223
495,1,0.5,3,0.05,702,0.98993,1.0,1.0,1.0,0.79284,0.61481
496,1,0.5,3,0.1625,702,0.98993,1.0,1.0,1.0,0.79284,0.61481
497,1,0.5,3,0.275,702,0.98993,1.0,1.0,1.0,0.79284,0.61481
498,1,0.5,3,0.3875,702,0.98993,1.0,1.0,1.0,0.79284,0.61481
499,1,0.5,3,0.5,702,0.98993,1.0,1.0,1.0,0.79284,0.61437
500,1,0.5,3,0.6125,702,0.98993,1.0,1.0,1.0,0.7772,0.61266
501,1,0.5,3,0.725,702,0.98993,1.0,1.0,1.0,0.0,0.60695
502,1,0.5,3,0.8375,702,0.98993,1.0,1.0,1.0,0.0,0.57253
503,1,0.5,3,0.95,702,0.98993,1.0,1.0,1.0,0.0,0.45555
504,1,0.6125,0,0.05,253,0.98325,1.0,1.0,1.0,0.36111,0.2506
505,1,0.6125,0,0.1625,253,0.98325,1.0,1.0,1.0,0.36111,0.25069
506,1,0.6125,0,0.275,253,0.98325,1.0,1.0,1.0,0.36111,0.25069
507,1,0.6125,0,0.3875,253,0.98325,1.0,1.0,1.0,0.36111,0.25069
508,1,0.6125,0,0.5,253,0.98325,1.0,1.0,1.0,0.36111,0.25069
509,1,0.6125,0,0.6125,253,0.98325,1.0,1.0,1.0,0.34386,0.24942
510,1,0.6125,0,0.725,253,0.98325,1.0,1.0,1.0,0.0,0.24467
511,1,0.6125,0,0.8375,253,0.98325,1.0,1.0,1.0,0.0,0.22719
512,1,0.6125,0,0.95,253,0.98325,1.0,1.0,1.0,0.0,0.17106
513,1,0.6125,1,0.05,253,0.98325,1.0,1.0,1.0,0.36111,0.2506
514,1,0.6125,1,0.1625,253,0.98325,1.0,1.0,1.0,0.36111,0.25069
515,1,0.6125,1,0.275,253,0.98325,1.0,1.0,1.0,0.36111,0.25069
516,1,0.6125,1,0.3875,253,0.98325,1.0,1.0,1.0,0.36111,0.25069
517,1,0.6125,1,0.5,253,0.98325,1.0,1.0,1.0,0.36111,0.25069
518,1,0.6125,1,0.6125,253,0.98325,1.0,1.0,1.0,0.34386,0.24942
519,1,0.6125,1,0.725,253,0.98325,1.0,1.0,1.0,0.0,0.24467
520,1,0.6125,1,0.8375,253,0.98325,1.0,1.0,1.0,0.0,0.22719
521,1,0.6125,1,0.95,253,0.98325,1.0,1.0,1.0,0.0,0.17106
522,1,0.6125,2,0.05,253,0.98325,1.0,1.0,1.0,0.36111,0.2506
523,1,0.6125,2,0.1625,253,0.98325,1.0,1.0,1.0,0.36111,0.25069
524,1,0.6125,2,0.275,253,0.98325,1.0,1.0,1.0,0.36111,0.25069
525,1,0.6125,2,0.3875,253,0.98325,1.0,1.0,1.0,0.36111,0.25069
526,1,0.6125,2,0.5,253,0.98325,1.0,1.0,1.0,0.36111,0.25069
527,1,0.6125,2,0.6125,253,0.98325,1.0,1.0,1.0,0.34386,0.24942
528,1,0.6125,2,0.725,253,0.98325,1.0,1.0,1.0,0.0,0.24467
529,1,0.6125,2,0.8375,253,0.98325,1.0,1.0,1.0,0.0,0.22719
530,1,0.6125,2,0.95,253,0.98325,1.0,1.0,1.0,0.0,0.17106
531,1,0.6125,3,0.05,550,0.99028,1.0,1.0,1.0,0.68156,0.50905
532,1,0.6125,3,0.1625,550,0.99028,1.0,1.0,1.0,0.68156,0.50905
533,1,0.6125,3,0.275,550,0.99028,1.0,1.0,1.0,0.68156,0.50905
534,1,0.6125,3,0.3875,550,0.99028,1.0,1.0,1.0,0.68156,0.50905
535,1,0.6125,3,0.5,550,0.99028,1.0,1.0,1.0,0.68156,0.50855
536,1,0.6125,3,0.6125,550,0.99028,1.0,1.0,1.0,0.66667,0.50704
537,1,0.6125,3,0.725,550,0.99028,1.0,1.0,1.0,0.0,0.50236
538,1,0.6125,3,0.8375,550,0.99028,1.0,1.0,1.0,0.0,0.47042
539,1,0.6125,3,0.95,550,0.99028,1.0,1.0,1.0,0.0,0.37308
540,1,0.725,0,0.05,180,0.98629,1.0,1.0,1.0,0.2647,0.18878
541,1,0.725,0,0.1625,180,0.98629,1.0,1.0,1.0,0.2647,0.18878
542,1,0.725,0,0.275,180,0.98629,1.0,1.0,1.0,0.2647,0.18878
543,1,0.725,0,0.3875,180,0.98629,1.0,1.0,1.0,0.2647,0.18878
544,1,0.725,0,0.5,180,0.98629,1.0,1.0,1.0,0.2647,0.18878
545,1,0.725,0,0.6125,180,0.98629,1.0,1.0,1.0,0.25186,0.18812
546,1,0.725,0,0.725,180,0.98629,1.0,1.0,1.0,0.0,0.18449
547,1,0.725,0,0.8375,180,0.98629,1.0,1.0,1.0,0.0,0.17031
548,1,0.725,0,0.95,180,0.98629,1.0,1.0,1.0,0.0,0.12795
549,1,0.725,1,0.05,180,0.98629,1.0,1.0,1.0,0.2647,0.18878
550,1,0.725,1,0.1625,180,0.98629,1.0,1.0,1.0,0.2647,0.18878
551,1,0.725,1,0.275,180,0.98629,1.0,1.0,1.0,0.2647,0.18878
552,1,0.725,1,0.3875,180,0.98629,1.0,1.0,1.0,0.2647,0.18878
553,1,0.725,1,0.5,180,0.98629,1.0,1.0,1.0,0.2647,0.18878
554,1,0.725,1,0.6125,180,0.98629,1.0,1.0,1.0,0.25186,0.18812
555,1,0.725,1,0.725,180,0.98629,1.0,1.0,1.0,0.0,0.18449
556,1,0.725,1,0.8375,180,0.98629,1.0,1.0,1.0,0.0,0.17031
557,1,0.725,1,0.95,180,0.98629,1.0,1.0,1.0,0.0,0.12795
558,1,0.725,2,0.05,180,0.98629,1.0,1.0,1.0,0.2647,0.18878
559,1,0.725,2,0.1625,180,0.98629,1.0,1.0,1.0,0.2647,0.18878
560,1,0.725,2,0.275,180,0.98629,1.0,1.0,1.0,0.2647,0.18878
561,1,0.725,2,0.3875,180,0.98629,1.0,1.0,1.0,0.2647,0.18878
562,1,0.725,2,0.5,180,0.98629,1.0,1.0,1.0,0.2647,0.18878
563,1,0.725,2,0.6125,180,0.98629,1.0,1.0,1.0,0.25186,0.18812
564,1,0.725,2,0.725,180,0.98629,1.0,1.0,1.0,0.0,0.18449
565,1,0.725,2,0.8375,180,0.98629,1.0,1.0,1.0,0.0,0.17031
566,1,0.725,2,0.95,180,0.98629,1.0,1.0,1.0,0.0,0.12795
567,1,0.725,3,0.05,425,0.98815,1.0,1.0,1.0,0.56535,0.40014
568,1,0.725,3,0.1625,425,0.98815,1.0,1.0,1.0,0.56535,0.40014
569,1,0.725,3,0.275,425,0.98815,1.0,1.0,1.0,0.56535,0.40014
570,1,0.725,3,0.3875,425,0.98815,1.0,1.0,1.0,0.56535,0.40014
571,1,0.725,3,0.5,425,0.98815,1.0,1.0,1.0,0.56535,0.39957
572,1,0.725,3,0.6125,425,0.98815,1.0,1.0,1.0,0.54769,0.39856
573,1,0.725,3,0.725,425,0.98815,1.0,1.0,1.0,0.0,0.39364
574,1,0.725,3,0.8375,425,0.98815,1.0,1.0,1.0,0.0,0.36531
575,1,0.725,3,0.95,425,0.98815,1.0,1.0,1.0,0.0,0.28462
576,1,0.8375,0,0.05,114,0.97532,1.0,1.0,1.0,0.15626,0.11844
577,1,0.8375,0,0.1625,114,0.97532,1.0,1.0,1.0,0.15626,0.11844
578,1,0.8375,0,0.275,114,0.97532,1.0,1.0,1.0,0.15626,0.11844
579,1,0.8375,0,0.3875,114,0.97532,1.0,1.0,1.0,0.15626,0.11844
580,1,0.8375,0,0.5,114,0.97532,1.0,1.0,1.0,0.15626,0.11844
581,1,0.8375,0,0.6125,114,0.97532,1.0,1.0,1.0,0.14173,0.11844
582,1,0.8375,0,0.725,114,0.97532,1.0,1.0,1.0,0.0,0.11525
583,1,0.8375,0,0.8375,114,0.97532,1.0,1.0,1.0,0.0,0.1032
584,1,0.8375,0,0.95,114,0.97532,1.0,1.0,1.0,0.0,0.07779
585,1,0.8375,1,0.05,114,0.97532,1.0,1.0,1.0,0.15626,0.11844
586,1,0.8375,1,0.1625,114,0.97532,1.0,1.0,1.0,0.15626,0.11844
587,1,0.8375,1,0.275,114,0.97532,1.0,1.0,1.0,0.15626,0.11844
588,1,0.8375,1,0.3875,114,0.97532,1.0,1.0,1.0,0.15626,0.11844
589,1,0.8375,1,0.5,114,0.97532,1.0,1.0,1.0,0.15626,0.11844
590,1,0.8375,1,0.6125,114,0.97532,1.0,1.0,1.0,0.14173,0.11844
591,1,0.8375,1,0.725,114,0.97532,1.0,1.0,1.0,0.0,0.11525
592,1,0.8375,1,0.8375,114,0.97532,1.0,1.0,1.0,0.0,0.1032
593,1,0.8375,1,0.95,114,0.97532,1.0,1.0,1.0,0.0,0.07779
594,1,0.8375,2,0.05,114,0.97532,1.0,1.0,1.0,0.15626,0.11844
595,1,0.8375,2,0.1625,114,0.97532,1.0,1.0,1.0,0.15626,0.11844
596,1,0.8375,2,0.275,114,0.97532,1.0,1.0,1.0,0.15626,0.11844
597,1,0.8375,2,0.3875,114,0.97532,1.0,1.0,1.0,0.15626,0.11844
598,1,0.8375,2,0.5,114,0.97532,1.0,1.0,1.0,0.15626,0.11844
599,1,0.8375,2,0.6125,114,0.97532,1.0,1.0,1.0,0.14173,0.11844
600,1,0.8375,2,0.725,114,0.97532,1.0,1.0,1.0,0.0,0.11525
601,1,0.8375,2,0.8375,114,0.97532,1.0,1.0,1.0,0.0,0.1032
602,1,0.8375,2,0.95,114,0.97532,1.0,1.0,1.0,0.0,0.07779
603,1,0.8375,3,0.05,273,0.97996,1.0,1.0,1.0,0.37801,0.25763
604,1,0.8375,3,0.1625,273,0.97996,1.0,1.0,1.0,0.37801,0.25763
605,1,0.8375,3,0.275,273,0.97996,1.0,1.0,1.0,0.37801,0.25763
606,1,0.8375,3,0.3875,273,0.97996,1.0,1.0,1.0,0.37801,0.25763
607,1,0.8375,3,0.5,273,0.97996,1.0,1.0,1.0,0.37801,0.25763
608,1,0.8375,3,0.6125,273,0.97996,1.0,1.0,1.0,0.3554,0.25695
609,1,0.8375,3,0.725,273,0.97996,1.0,1.0,1.0,0.0,0.25294
610,1,0.8375,3,0.8375,273,0.97996,1.0,1.0,1.0,0.0,0.23281
611,1,0.8375,3,0.95,273,0.97996,1.0,1.0,1.0,0.0,0.17705
612,1,0.95,0,0.05,34,0.96,1.0,1.0,1.0,0.0415,0.04311
613,1,0.95,0,0.1625,34,0.96,1.0,1.0,1.0,0.0415,0.04311
614,1,0.95,0,0.275,34,0.96,1.0,1.0,1.0,0.0415,0.04311
615,1,0.95,0,0.3875,34,0.96,1.0,1.0,1.0,0.0415,0.04311
616,1,0.95,0,0.5,34,0.96,1.0,1.0,1.0,0.0415,0.04311
617,1,0.95,0,0.6125,34,0.96,1.0,1.0,1.0,0.03333,0.04311
618,1,0.95,0,0.725,34,0.96,1.0,1.0,1.0,0.0,0.04139
619,1,0.95,0,0.8375,34,0.96,1.0,1.0,1.0,0.0,0.03706
620,1,0.95,0,0.95,34,0.96,1.0,1.0,1.0,0.0,0.02487
621,1,0.95,1,0.05,34,0.96,1.0,1.0,1.0,0.0415,0.04311
622,1,0.95,1,0.1625,34,0.96,1.0,1.0,1.0,0.0415,0.04311
623,1,0.95,1,0.275,34,0.96,1.0,1.0,1.0,0.0415,0.04311
624,1,0.95,1,0.3875,34,0.96,1.0,1.0,1.0,0.0415,0.04311
625,1,0.95,1,0.5,34,0.96,1.0,1.0,1.0,0.0415,0.04311
626,1,0.95,1,0.6125,34,0.96,1.0,1.0,1.0,0.03333,0.04311
627,1,0.95,1,0.725,34,0.96,1.0,1.0,1.0,0.0,0.04139
628,1,0.95,1,0.8375,34,0.96,1.0,1.0,1.0,0.0,0.03706
629,1,0.95,1,0.95,34,0.96,1.0,1.0,1.0,0.0,0.02487
630,1,0.95,2,0.05,54,0.94167,1.0,1.0,1.0,0.09678,0.04311
631,1,0.95,2,0.1625,54,0.94167,1.0,1.0,1.0,0.09678,0.04311
632,1,0.95,2,0.275,54,0.94167,1.0,1.0,1.0,0.09678,0.04311
633,1,0.95,2,0.3875,54,0.94167,1.0,1.0,1.0,0.09678,0.04311
634,1,0.95,2,0.5,54,0.94167,1.0,1.0,1.0,0.09678,0.04311
635,1,0.95,2,0.6125,54,0.94167,1.0,1.0,1.0,0.0813,0.04311
636,1,0.95,2,0.725,54,0.94167,1.0,1.0,1.0,0.0,0.04139
637,1,0.95,2,0.8375,54,0.94167,1.0,1.0,1.0,0.0,0.03706
638,1,0.95,2,0.95,54,0.94167,1.0,1.0,1.0,0.0,0.02487
639,1,0.95,3,0.05,82,0.96111,1.0,1.0,1.0,0.14173,0.0877
640,1,0.95,3,0.1625,82,0.96111,1.0,1.0,1.0,0.14173,0.0877
641,1,0.95,3,0.275,82,0.96111,1.0,1.0,1.0,0.14173,0.0877
642,1,0.95,3,0.3875,82,0.96111,1.0,1.0,1.0,0.14173,0.0877
643,1,0.95,3,0.5,82,0.96111,1.0,1.0,1.0,0.14173,0.0877
644,1,0.95,3,0.6125,82,0.96111,1.0,1.0,1.0,0.12699,0.0877
645,1,0.95,3,0.725,82,0.96111,1.0,1.0,1.0,0.0,0.08605
646,1,0.95,3,0.8375,82,0.96111,1.0,1.0,1.0,0.0,0.07862
647,1,0.95,3,0.95,82,0.96111,1.0,1.0,1.0,0.0,0.0568
