missing_value,normalization,outlier,model,outlier_bef_normalization_strat,outlier_bef_outlier_strat,profile_median,corr_OverallQual,ot_OverallQual,corr_YearBuilt,ot_YearBuilt,corr_YearRemodAdd,ot_YearRemodAdd,corr_ExterQual,ot_ExterQual,corr_BsmtQual,ot_BsmtQual,corr_TotalBsmtSF,ot_TotalBsmtSF,corr_1stFlrSF,ot_1stFlrSF,corr_GrLivArea,ot_GrLivArea,corr_FullBath,ot_FullBath,corr_KitchenQual,ot_KitchenQual,corr_TotRmsAbvGrd,ot_TotRmsAbvGrd,corr_Fireplaces,ot_Fireplaces,corr_GarageFinish,ot_GarageFinish,corr_GarageCars,ot_GarageCars,corr_GarageArea,ot_GarageArea,utility_rmse
1,1,1,1,0.17465753424657535,0.17465753424657535,160600.0,0.78,0.25,0.51,0.4,0.54,0.53,3363.18,0.0,3363.18,0.0,0.57,0.13,0.58,0.16,0.65,0.15,0.5,0.03,3363.18,0.0,0.48,0.19,0.46,0.08,3363.23,0.0,0.62,0.41,0.59,0.21,186.14548582958727
1,1,2,1,0.17465753424657535,0.17465753424657535,157000.0,0.77,0.18,0.65,0.42,0.57,0.54,4133.08,0.0,4133.09,0.0,0.56,0.22,0.53,0.25,0.74,0.2,0.62,1.0,4133.09,0.0,0.52,0.21,0.41,0.05,4133.15,0.0,0.63,0.38,0.61,0.16,145.05955099917364
1,1,3,1,0.17465753424657535,0.17465753424657535,159467.0,0.78,0.21,0.59,0.41,0.55,0.52,4013.02,0.0,4013.04,0.0,0.58,0.27,0.57,0.28,0.68,0.21,0.49,0.02,4013.03,0.0,0.43,0.28,0.41,0.07,4013.09,0.0,0.62,0.4,0.59,0.26,157.7671060443903
1,1,4,1,0.17465753424657535,0.17465753424657535,163000.0,0.8,0.25,0.54,0.32,0.55,0.47,2474.96,0.0,2474.97,0.0,0.64,0.18,0.62,0.21,0.71,0.22,0.5,0.02,2474.97,0.0,0.49,0.18,0.43,0.53,2475.0,0.0,0.67,0.4,0.65,0.28,162.68348301067036
1,1,5,1,0.17465753424657535,0.17465753424657535,161750.0,0.79,0.23,0.57,0.36,0.56,0.53,2778.25,0.0,2778.26,0.0,0.62,0.2,0.6,0.31,0.68,0.25,0.51,0.02,2778.25,0.0,0.45,0.31,0.43,0.55,2778.29,0.0,0.66,0.38,0.66,0.22,165.540316240018
1,1,6,1,0.17465753424657535,0.17465753424657535,162500.0,0.78,0.23,0.59,0.36,0.59,0.67,2864.18,0.0,2864.19,0.0,0.61,0.2,0.59,0.31,0.68,0.31,0.51,0.02,2864.18,0.0,0.44,0.29,0.4,0.55,2864.22,0.0,0.66,0.37,0.66,0.21,162.84595280791734
1,1,7,1,0.17465753424657535,0.17465753424657535,164500.0,0.78,0.2,0.57,0.38,0.57,0.6,3257.81,0.0,3257.82,0.0,0.57,0.32,0.57,0.28,0.7,0.29,0.52,0.02,3257.82,0.0,0.46,0.26,0.39,0.55,3257.86,0.0,0.65,0.35,0.65,0.21,157.85173855691278
1,1,8,1,0.17465753424657535,0.17465753424657535,164000.0,0.78,0.2,0.57,0.34,0.58,0.58,3481.38,0.0,3481.39,0.0,0.52,0.26,0.53,0.28,0.72,0.3,0.57,0.02,3481.38,0.0,0.48,0.26,0.41,0.55,3481.43,0.0,0.62,0.34,0.61,0.21,156.3469340536561
1,2,1,1,0.17465753424657535,0.17465753424657535,160600.0,0.78,0.25,0.51,0.4,0.54,0.53,3363.27,0.04,3363.27,0.1,0.57,0.13,0.58,0.16,0.65,0.15,0.5,0.03,3363.27,0.1,0.48,0.19,0.46,0.08,3363.27,0.52,0.62,0.41,0.59,0.21,186.14548582958727
1,2,2,1,0.17465753424657535,0.17465753424657535,157000.0,0.77,0.18,0.65,0.42,0.57,0.54,4133.21,0.34,4133.2,0.01,0.56,0.22,0.53,0.25,0.74,0.2,0.62,1.0,4133.2,0.02,0.52,0.21,0.41,0.05,4133.21,0.51,0.63,0.38,0.61,0.16,145.05955099917367
1,2,3,1,0.17465753424657535,0.17465753424657535,153000.0,0.73,0.17,0.58,0.43,0.52,0.49,4638.54,0.31,4638.53,0.03,0.52,0.23,0.52,0.28,0.66,0.21,0.54,0.01,4638.53,0.03,0.41,0.27,0.4,0.07,4638.54,0.48,0.58,0.4,0.54,0.24,152.83649782443027
1,2,4,1,0.17465753424657535,0.17465753424657535,158000.0,0.78,0.21,0.54,0.35,0.55,0.5,2393.03,0.03,2393.03,0.1,0.68,0.13,0.66,0.19,0.68,0.21,0.5,0.02,2393.03,0.09,0.48,0.16,0.44,0.56,2393.03,0.52,0.61,0.15,0.59,0.25,166.0281084418605
1,2,5,1,0.17465753424657535,0.17465753424657535,155000.0,0.81,0.2,0.6,0.34,0.56,0.51,2829.37,0.34,2829.37,0.09,0.63,0.21,0.58,0.28,0.66,0.26,0.47,0.0,2829.37,0.09,0.43,0.27,0.4,0.55,2829.37,0.52,0.67,0.43,0.65,0.22,155.8261185818897
1,2,6,1,0.17465753424657535,0.17465753424657535,160000.0,0.8,0.19,0.59,0.36,0.55,0.59,2977.62,0.35,2977.62,0.08,0.65,0.19,0.6,0.23,0.68,0.25,0.5,0.45,2977.62,0.08,0.48,0.25,0.4,0.53,2977.62,1.0,0.68,0.42,0.66,0.2,152.86463259999886
1,2,7,1,0.17465753424657535,0.17465753424657535,160000.0,0.79,0.18,0.6,0.33,0.54,0.52,3164.87,0.35,3164.87,0.05,0.61,0.23,0.58,0.24,0.7,0.25,0.54,0.47,3164.87,0.05,0.5,0.25,0.39,0.53,3164.87,1.0,0.68,0.39,0.65,0.16,154.2834070021829
1,2,8,1,0.17465753424657535,0.17465753424657535,159434.0,0.75,0.16,0.6,0.37,0.53,0.6,3886.26,0.33,3886.26,0.02,0.57,0.21,0.53,0.26,0.69,0.23,0.58,0.47,3886.26,0.01,0.49,0.24,0.35,0.54,3886.26,0.53,0.65,0.37,0.6,0.17,151.6968390624006
1,3,1,1,0.17465753424657535,0.17465753424657535,160600.0,0.78,0.25,0.51,0.4,0.54,0.53,3363.29,0.04,3363.26,0.1,0.57,0.13,0.58,0.16,0.65,0.15,0.5,0.03,3363.3,0.1,0.48,0.19,0.46,0.08,3363.27,0.52,0.62,0.41,0.59,0.21,186.14548582958727
1,3,2,1,0.17465753424657535,0.17465753424657535,157000.0,0.77,0.18,0.65,0.42,0.57,0.54,4133.23,0.34,4133.19,0.01,0.56,0.22,0.53,0.25,0.74,0.2,0.62,1.0,4133.24,0.02,0.52,0.21,0.41,0.05,4133.21,0.51,0.63,0.38,0.61,0.16,145.05955099917367
1,3,3,1,0.17465753424657535,0.17465753424657535,153000.0,0.73,0.17,0.58,0.43,0.52,0.49,4638.56,0.31,4638.52,0.03,0.52,0.23,0.52,0.28,0.66,0.21,0.54,0.01,4638.57,0.03,0.41,0.27,0.4,0.07,4638.54,0.48,0.58,0.4,0.54,0.24,152.83649782443027
1,3,4,1,0.17465753424657535,0.17465753424657535,158000.0,0.79,0.23,0.52,0.35,0.56,0.53,2266.41,0.34,2266.39,0.11,0.66,0.15,0.64,0.18,0.7,0.2,0.52,0.02,2266.42,0.1,0.51,0.17,0.45,0.56,2266.4,0.51,0.65,0.16,0.63,0.23,164.99079796215668
1,3,5,1,0.17465753424657535,0.17465753424657535,157500.0,0.8,0.21,0.6,0.37,0.57,0.46,2756.44,0.35,2756.42,0.1,0.63,0.19,0.58,0.31,0.68,0.23,0.5,0.01,2756.45,0.09,0.46,0.27,0.42,0.55,2756.42,0.52,0.68,0.44,0.68,0.2,155.63277901915853
1,3,6,1,0.17465753424657535,0.17465753424657535,160000.0,0.79,0.2,0.59,0.34,0.56,0.46,2820.96,0.34,2820.93,0.09,0.64,0.2,0.61,0.24,0.69,0.27,0.51,0.48,2820.96,0.08,0.49,0.25,0.41,0.55,2820.94,0.53,0.69,0.41,0.68,0.19,154.30128450941965
1,3,7,1,0.17465753424657535,0.17465753424657535,162000.0,0.79,0.18,0.59,0.36,0.54,0.47,3134.3,0.35,3134.27,0.06,0.62,0.24,0.58,0.25,0.7,0.26,0.52,0.46,3134.31,0.06,0.52,0.25,0.4,0.52,3134.28,0.54,0.67,0.38,0.64,0.17,153.61942442186486
1,3,8,1,0.17465753424657535,0.17465753424657535,160000.0,0.78,0.16,0.59,0.39,0.53,0.68,3528.56,0.34,3528.53,0.03,0.6,0.26,0.56,0.27,0.71,0.2,0.56,0.48,3528.57,0.03,0.54,0.25,0.37,0.53,3528.54,1.0,0.65,0.36,0.63,0.17,149.8388625122494
1,4,1,1,0.17465753424657535,0.17465753424657535,160600.0,0.78,0.25,0.51,0.4,0.54,0.53,3363.24,0.04,3363.24,0.1,0.57,0.13,0.58,0.16,0.65,0.15,0.5,0.03,3363.24,0.1,0.48,0.19,0.46,0.08,3363.25,0.52,0.62,0.41,0.59,0.21,186.14548582958724
1,4,2,1,0.17465753424657535,0.17465753424657535,157000.0,0.77,0.18,0.65,0.42,0.57,0.54,4133.17,0.34,4133.17,0.01,0.56,0.22,0.53,0.25,0.74,0.2,0.62,1.0,4133.17,0.02,0.52,0.21,0.41,0.05,4133.18,0.51,0.63,0.38,0.61,0.16,145.05955099917367
1,4,3,1,0.17465753424657535,0.17465753424657535,153450.0,0.72,0.17,0.58,0.43,0.52,0.53,4667.71,0.31,4667.71,0.03,0.51,0.22,0.51,0.29,0.66,0.23,0.54,0.01,4667.71,0.03,0.41,0.27,0.4,0.07,4667.72,0.48,0.58,0.4,0.54,0.25,152.72835544985904
1,4,4,1,0.17465753424657535,0.17465753424657535,160000.0,0.79,0.22,0.57,0.4,0.54,0.46,2606.74,0.03,2606.74,0.11,0.63,0.17,0.6,0.25,0.66,0.25,0.49,0.01,2606.74,0.08,0.44,0.17,0.44,0.07,2606.74,0.51,0.66,0.41,0.65,0.24,163.6835627507283
1,4,5,1,0.17465753424657535,0.17465753424657535,156000.0,0.8,0.22,0.59,0.35,0.57,0.51,2647.02,0.32,2647.02,0.11,0.61,0.19,0.58,0.25,0.67,0.17,0.48,0.01,2647.02,0.1,0.48,0.15,0.42,0.06,2647.03,0.48,0.68,0.43,0.66,0.23,155.7087877891142
1,4,6,1,0.17465753424657535,0.17465753424657535,159895.0,0.81,0.2,0.58,0.42,0.57,0.5,2611.44,0.33,2611.44,0.12,0.64,0.16,0.59,0.2,0.64,0.19,0.47,0.45,2611.44,0.09,0.45,0.13,0.45,0.54,2611.45,0.52,0.63,0.38,0.61,0.22,162.03011707345937
1,4,7,1,0.17465753424657535,0.17465753424657535,160000.0,0.79,0.19,0.57,0.43,0.56,0.56,2653.82,0.33,2653.82,0.1,0.65,0.13,0.6,0.18,0.66,0.23,0.5,0.45,2653.82,0.08,0.46,0.27,0.41,0.5,2653.82,0.54,0.64,0.4,0.61,0.16,163.862488115696
1,4,8,1,0.17465753424657535,0.17465753424657535,160000.0,0.79,0.2,0.58,0.35,0.57,0.5,2684.33,0.34,2684.34,0.08,0.63,0.13,0.59,0.19,0.66,0.26,0.47,0.45,2684.33,0.08,0.47,0.28,0.44,0.54,2684.34,0.51,0.6,0.36,0.57,0.18,163.11540344691693
1,5,1,1,0.17465753424657535,0.17465753424657535,160600.0,0.78,0.25,0.51,0.4,0.54,0.53,3363.24,0.04,3363.24,0.1,0.57,0.13,0.58,0.16,0.65,0.15,0.5,0.03,3363.24,0.1,0.48,0.19,0.46,0.08,3363.25,0.52,0.62,0.41,0.59,0.21,186.14548582958727
1,5,2,1,0.17465753424657535,0.17465753424657535,157000.0,0.77,0.18,0.65,0.42,0.57,0.54,4133.17,0.34,4133.17,0.01,0.56,0.22,0.53,0.25,0.74,0.2,0.62,1.0,4133.17,0.02,0.52,0.21,0.41,0.05,4133.18,0.51,0.63,0.38,0.61,0.16,145.05955099917367
1,5,3,1,0.17465753424657535,0.17465753424657535,153950.0,0.72,0.17,0.59,0.46,0.52,0.58,4566.62,0.31,4566.63,0.03,0.53,0.23,0.54,0.24,0.7,0.18,0.55,0.01,4566.63,0.04,0.46,0.26,0.39,0.07,4566.64,0.49,0.58,0.11,0.55,0.25,151.65352785696197
1,5,4,1,0.17465753424657535,0.17465753424657535,159434.0,0.79,0.22,0.56,0.36,0.55,0.47,2770.08,0.02,2770.08,0.1,0.61,0.15,0.58,0.2,0.66,0.25,0.49,0.01,2770.08,0.08,0.45,0.15,0.4,0.55,2770.08,0.51,0.63,0.41,0.6,0.21,163.6103993288228
1,5,5,1,0.17465753424657535,0.17465753424657535,155000.0,0.82,0.22,0.6,0.32,0.57,0.45,2636.9,0.31,2636.9,0.1,0.63,0.2,0.58,0.23,0.7,0.17,0.54,0.5,2636.9,0.1,0.51,0.25,0.4,0.06,2636.91,0.48,0.68,0.45,0.66,0.25,152.83652816514586
1,5,6,1,0.17465753424657535,0.17465753424657535,157000.0,0.81,0.2,0.6,0.41,0.53,0.49,2569.66,0.33,2569.66,0.11,0.65,0.17,0.61,0.23,0.68,0.16,0.5,0.48,2569.66,0.09,0.5,0.25,0.41,0.53,2569.67,0.49,0.64,0.41,0.62,0.21,160.91996049108613
1,5,7,1,0.17465753424657535,0.17465753424657535,157000.0,0.8,0.19,0.58,0.35,0.51,0.51,2595.96,0.33,2595.96,0.06,0.65,0.14,0.61,0.27,0.7,0.18,0.51,0.48,2595.96,0.07,0.51,0.25,0.44,0.54,2595.97,0.5,0.63,0.4,0.59,0.21,161.04805257927484
1,5,8,1,0.17465753424657535,0.17465753424657535,157900.0,0.8,0.21,0.6,0.35,0.51,0.48,2595.3,0.35,2595.3,0.05,0.68,0.13,0.64,0.18,0.74,0.2,0.53,0.48,2595.3,0.06,0.55,0.24,0.44,0.55,2595.31,0.51,0.67,0.41,0.64,0.18,156.54880028107183
2,1,1,1,0.17123287671232876,0.17123287671232876,163000.0,0.68,0.2,0.5,0.36,0.5,0.45,4033.93,0.0,4033.94,0.0,0.57,0.14,0.59,0.19,0.68,0.2,0.53,0.03,4033.93,0.0,0.51,0.19,0.45,0.08,4033.99,0.0,0.63,0.41,0.6,0.22,190.25646027387248
2,1,2,1,0.17123287671232876,0.17123287671232876,158000.0,0.69,0.13,0.65,0.31,0.58,0.54,5374.84,0.0,5374.85,0.0,0.53,0.21,0.5,0.24,0.73,0.23,0.61,0.49,5374.85,0.0,0.51,0.23,0.39,0.04,5374.93,0.0,0.62,0.35,0.61,0.18,145.40895271122042
2,1,3,1,0.17123287671232876,0.17123287671232876,160000.0,0.7,0.17,0.58,0.42,0.53,0.44,5047.05,0.0,5047.07,0.0,0.57,0.22,0.56,0.27,0.68,0.22,0.51,0.02,5047.06,0.0,0.44,0.28,0.41,0.07,5047.13,0.0,0.64,0.4,0.6,0.24,159.72762655019048
2,1,4,1,0.17123287671232876,0.17123287671232876,163000.0,0.73,0.2,0.51,0.43,0.52,0.57,3167.73,0.0,3167.74,0.0,0.63,0.17,0.61,0.15,0.7,0.2,0.52,0.03,3167.74,0.0,0.51,0.3,0.45,0.54,3167.78,0.0,0.66,0.41,0.65,0.28,166.12276964429034
2,1,5,1,0.17123287671232876,0.17123287671232876,164500.0,0.69,0.19,0.5,0.32,0.51,0.57,3202.71,0.0,3202.72,0.0,0.62,0.17,0.61,0.26,0.74,0.23,0.54,0.02,3202.72,0.0,0.53,0.18,0.44,0.54,3202.76,0.0,0.66,0.39,0.68,0.25,170.30159002400532
2,1,6,1,0.17123287671232876,0.17123287671232876,163000.0,0.72,0.19,0.59,0.3,0.57,0.61,3503.22,0.0,3503.23,0.0,0.63,0.21,0.61,0.32,0.68,0.28,0.54,0.02,3503.23,0.0,0.47,0.3,0.41,0.06,3503.27,0.0,0.68,0.37,0.69,0.23,162.36607160465883
2,1,7,1,0.17123287671232876,0.17123287671232876,166000.0,0.71,0.18,0.58,0.35,0.55,0.6,3930.39,0.0,3930.4,0.0,0.6,0.3,0.6,0.32,0.69,0.26,0.53,0.02,3930.39,0.0,0.47,0.28,0.39,0.54,3930.45,0.0,0.68,0.36,0.68,0.22,160.26588487651478
2,1,8,1,0.17123287671232876,0.17123287671232876,166000.0,0.71,0.16,0.57,0.3,0.56,0.62,4263.95,0.0,4263.96,0.0,0.55,0.31,0.54,0.33,0.69,0.29,0.53,0.02,4263.96,0.0,0.46,0.27,0.4,0.55,4264.02,0.0,0.66,0.34,0.65,0.28,158.47524957421413
2,2,1,1,0.17123287671232876,0.17123287671232876,163000.0,0.68,0.2,0.5,0.36,0.5,0.45,4034.04,0.04,4034.04,0.11,0.57,0.14,0.59,0.19,0.68,0.2,0.53,0.03,4034.04,0.09,0.51,0.19,0.45,0.08,4034.04,0.52,0.63,0.41,0.6,0.22,190.25646027387248
2,2,2,1,0.17123287671232876,0.17123287671232876,158000.0,0.69,0.13,0.65,0.31,0.58,0.54,5375.0,0.34,5375.0,0.02,0.53,0.21,0.5,0.24,0.73,0.23,0.61,0.49,5375.0,0.01,0.51,0.23,0.39,0.04,5375.01,0.53,0.62,0.35,0.61,0.18,145.4089527112204
2,2,3,1,0.17123287671232876,0.17123287671232876,155000.0,0.65,0.14,0.58,0.42,0.5,0.54,5832.89,0.31,5832.88,0.04,0.52,0.23,0.52,0.27,0.7,0.2,0.56,0.01,5832.88,0.03,0.47,0.26,0.4,0.07,5832.89,0.49,0.61,0.39,0.57,0.26,151.64602760235218
2,2,4,1,0.17123287671232876,0.17123287671232876,160000.0,0.68,0.18,0.51,0.3,0.53,0.54,2664.09,0.03,2664.09,0.1,0.66,0.16,0.66,0.22,0.73,0.21,0.56,0.03,2664.09,0.09,0.56,0.17,0.44,0.09,2664.09,0.52,0.64,0.43,0.64,0.24,174.62497616953164
2,2,5,1,0.17123287671232876,0.17123287671232876,157900.0,0.69,0.16,0.57,0.36,0.54,0.5,3187.87,0.33,3187.87,0.09,0.62,0.19,0.62,0.28,0.68,0.23,0.53,0.47,3187.87,0.08,0.48,0.27,0.42,0.07,3187.87,0.52,0.67,0.42,0.66,0.24,166.2437110356625
2,2,6,1,0.17123287671232876,0.17123287671232876,160000.0,0.73,0.14,0.57,0.38,0.54,0.58,3680.43,0.34,3680.43,0.09,0.63,0.16,0.6,0.21,0.65,0.24,0.53,0.46,3680.43,0.07,0.46,0.26,0.39,0.53,3680.43,0.54,0.67,0.41,0.64,0.24,159.90530423335682
2,2,7,1,0.17123287671232876,0.17123287671232876,163000.0,0.72,0.14,0.62,0.4,0.53,0.6,4044.82,0.36,4044.82,0.05,0.62,0.26,0.58,0.23,0.69,0.28,0.56,0.46,4044.82,0.05,0.52,0.25,0.39,0.52,4044.82,1.0,0.71,0.39,0.68,0.16,151.1927914309688
2,2,8,1,0.17123287671232876,0.17123287671232876,162000.0,0.71,0.14,0.61,0.35,0.52,0.62,4545.09,0.34,4545.09,0.03,0.59,0.24,0.56,0.26,0.7,0.21,0.59,0.46,4545.09,0.03,0.54,0.24,0.36,0.53,4545.1,0.54,0.68,0.37,0.64,0.2,151.60662342899957
2,3,1,1,0.17123287671232876,0.17123287671232876,163000.0,0.68,0.2,0.5,0.36,0.5,0.45,4034.06,0.04,4034.03,0.11,0.57,0.14,0.59,0.19,0.68,0.2,0.53,0.03,4034.07,0.09,0.51,0.19,0.45,0.08,4034.04,0.52,0.63,0.41,0.6,0.22,190.25646027387248
2,3,2,1,0.17123287671232876,0.17123287671232876,158000.0,0.69,0.13,0.65,0.31,0.58,0.54,5375.03,0.34,5374.98,0.02,0.53,0.21,0.5,0.24,0.73,0.23,0.61,0.49,5375.04,0.01,0.51,0.23,0.39,0.04,5375.0,0.53,0.62,0.35,0.61,0.18,145.40895271122037
2,3,3,1,0.17123287671232876,0.17123287671232876,154000.0,0.66,0.14,0.56,0.42,0.49,0.53,5890.6,0.31,5890.55,0.04,0.5,0.24,0.51,0.26,0.67,0.2,0.55,0.01,5890.62,0.03,0.43,0.27,0.41,0.07,5890.57,0.48,0.6,0.39,0.56,0.23,153.82585952617805
2,3,4,1,0.17123287671232876,0.17123287671232876,163000.0,0.68,0.19,0.48,0.37,0.51,0.5,2601.35,0.04,2601.33,0.1,0.64,0.16,0.64,0.16,0.74,0.2,0.57,0.03,2601.36,0.1,0.57,0.19,0.47,0.09,2601.34,0.51,0.65,0.43,0.64,0.29,177.38313263358424
2,3,5,1,0.17123287671232876,0.17123287671232876,158000.0,0.72,0.17,0.58,0.35,0.56,0.56,3350.97,0.32,3350.94,0.11,0.64,0.2,0.62,0.3,0.69,0.16,0.53,0.01,3350.97,0.08,0.48,0.27,0.42,0.06,3350.95,0.51,0.68,0.42,0.67,0.22,158.1345349785086
2,3,6,1,0.17123287671232876,0.17123287671232876,160000.0,0.71,0.16,0.57,0.34,0.52,0.45,3304.98,0.33,3304.96,0.1,0.64,0.22,0.63,0.23,0.7,0.22,0.53,0.47,3304.99,0.07,0.52,0.25,0.42,0.55,3304.96,0.53,0.68,0.4,0.67,0.25,162.87533078533374
2,3,7,1,0.17123287671232876,0.17123287671232876,161000.0,0.69,0.14,0.59,0.33,0.51,0.58,3735.9,0.34,3735.87,0.06,0.61,0.24,0.57,0.26,0.7,0.24,0.55,0.48,3735.91,0.05,0.54,0.25,0.39,0.55,3735.88,1.0,0.69,0.37,0.67,0.2,157.79816306036008
2,3,8,1,0.17123287671232876,0.17123287671232876,162500.0,0.71,0.14,0.61,0.39,0.52,0.6,4282.29,0.35,4282.25,0.04,0.61,0.24,0.58,0.27,0.69,0.23,0.54,0.47,4282.3,0.04,0.53,0.25,0.38,0.54,4282.26,1.0,0.69,0.36,0.65,0.17,151.6270995931908
2,4,1,1,0.17123287671232876,0.17123287671232876,163000.0,0.68,0.2,0.5,0.36,0.5,0.45,4034.0,0.04,4034.01,0.11,0.57,0.14,0.59,0.19,0.68,0.2,0.53,0.03,4034.01,0.09,0.51,0.19,0.45,0.08,4034.01,0.52,0.63,0.41,0.6,0.22,190.25646027387248
2,4,2,1,0.17123287671232876,0.17123287671232876,158000.0,0.69,0.13,0.65,0.31,0.58,0.54,5374.95,0.34,5374.96,0.02,0.53,0.21,0.5,0.24,0.73,0.23,0.61,0.49,5374.96,0.01,0.51,0.23,0.39,0.04,5374.97,0.53,0.62,0.35,0.61,0.18,145.40895271122034
2,4,3,1,0.17123287671232876,0.17123287671232876,154000.0,0.65,0.32,0.56,0.45,0.49,0.51,5920.66,0.31,5920.67,0.04,0.5,0.24,0.51,0.26,0.67,0.24,0.55,0.01,5920.66,0.03,0.43,0.27,0.41,0.07,5920.68,0.48,0.6,0.39,0.56,0.25,153.7898019906912
2,4,4,1,0.17123287671232876,0.17123287671232876,162000.0,0.68,0.18,0.51,0.33,0.49,0.54,3066.33,0.02,3066.33,0.1,0.62,0.15,0.62,0.27,0.7,0.23,0.53,0.02,3066.33,0.08,0.51,0.16,0.47,0.08,3066.34,0.51,0.64,0.4,0.64,0.27,171.4654940110436
2,4,5,1,0.17123287671232876,0.17123287671232876,159000.0,0.72,0.17,0.6,0.37,0.55,0.53,3452.63,0.32,3452.63,0.11,0.61,0.22,0.58,0.28,0.69,0.2,0.52,0.46,3452.63,0.08,0.51,0.28,0.44,0.06,3452.64,0.49,0.7,0.4,0.67,0.22,154.56099998750219
2,4,6,1,0.17123287671232876,0.17123287671232876,160200.0,0.72,0.18,0.6,0.44,0.53,0.51,2980.37,0.34,2980.38,0.12,0.64,0.15,0.6,0.2,0.7,0.18,0.54,0.46,2980.38,0.09,0.49,0.26,0.45,0.05,2980.38,0.52,0.67,0.4,0.65,0.29,168.16072175618748
